,runtime,certificate,budget,release_day,release_year,result,Mystery,Romance,Sport,Sci-Fi,Family,Horror,Thriller,Musical,Crime,Drama,Fantasy,War,Animation,Music,Adventure,Action,Comedy,Western,Biography,History
2547,98,PG-13,15.0,Friday,2007,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2549,97,Not Rated,4.6,Friday,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2550,84,PG-13,20.0,Friday,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2551,122,R,27.5,Friday,2007,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2552,105,R,20.0,Friday,2007,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2553,97,PG-13,10.0,Friday,2007,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2554,105,R,12.0,Friday,2007,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2556,126,PG-13,15.0,Tuesday,2007,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2557,96,PG-13,20.0,Friday,2007,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2558,92,R,35.0,Friday,2007,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2559,110,PG,20.0,Friday,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2560,108,R,30.0,Friday,2008,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2562,90,PG-13,16.0,Friday,2007,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,95,PG-13,10.0,Wednesday,2007,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2564,139,R,45.0,Friday,2007,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2567,91,PG-13,35.0,Tuesday,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2570,93,R,10.0,Friday,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2571,108,PG-13,16.5,Friday,2007,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2572,113,PG-13,15.0,Friday,2007,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2574,99,R,16.0,Friday,2007,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2577,96,PG-13,5.12,Friday,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2578,100,PG-13,10.0,Friday,2008,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2580,87,PG-13,22.0,Friday,2007,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2581,108,PG-13,16.64,Friday,2008,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2582,84,R,20.0,Friday,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2583,109,PG-13,13.0,Friday,2007,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2584,113,R,20.0,Friday,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2585,104,PG-13,4.0,Friday,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2587,99,R,40.0,Thursday,2007,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2589,117,R,5.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2591,95,R,2.0,Friday,2008,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2592,124,R,5.0,Friday,2007,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2596,108,R,16.0,Friday,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2598,120,R,12.0,Thursday,2007,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2599,99,PG,45.0,Friday,2007,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2601,84,R,10.0,Friday,2007,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2606,124,PG-13,55.0,Friday,2007,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2610,92,PG,28.0,Wednesday,2007,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2612,95,R,10.0,Friday,2008,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2614,93,PG,6.0,Wednesday,2007,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2617,100,R,3.5,Friday,2008,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2618,103,R,0.05,Friday,2008,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2621,90,R,11.0,Friday,2007,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2623,93,R,4.0,Friday,2007,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2627,95,PG-13,26.0,Friday,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2629,93,PG-13,7.0,Friday,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2630,93,PG-13,10.0,Wednesday,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2631,90,R,13.0,Friday,2008,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2632,105,PG-13,4.0,Thursday,2007,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2635,112,PG-13,13.0,Friday,2007,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2638,91,PG-13,12.0,Friday,2008,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2639,108,R,8.0,Friday,2007,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2644,95,PG-13,9.0,Friday,2007,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2648,106,PG,27.0,Friday,2007,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2649,85,PG-13,2.0,Thursday,2008,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2650,96,PG,20.0,Wednesday,2007,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2652,86,R,0.75,Friday,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2657,93,PG-13,2.0,Wednesday,2008,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2677,90,Not Rated,0.025,Friday,2008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2681,88,PG,10.0,Friday,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2695,152,PG-13,185.0,Friday,2008,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2696,122,PG-13,37.0,Friday,2008,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2697,98,R,65.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2699,107,R,92.0,Wednesday,2008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2700,150,PG,225.0,Friday,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2701,166,PG-13,150.0,Thursday,2008,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2702,98,G,180.0,Friday,2008,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2703,110,PG-13,80.0,Friday,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2704,112,PG-13,150.0,Friday,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2705,90,PG-13,25.0,Friday,2009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2706,119,R,35.0,Friday,2009,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2707,131,R,15.0,Friday,2009,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2708,128,R,70.0,Friday,2008,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2709,106,PG-13,200.0,Friday,2008,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2710,94,PG-13,12.5,Wednesday,2008,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2711,107,R,15.0,Friday,2008,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2712,110,R,75.0,Friday,2008,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2713,108,PG-13,52.0,Friday,2008,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2714,124,R,32.0,Friday,2009,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2716,145,R,65.0,Friday,2008,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2717,116,R,33.0,Friday,2009,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2718,113,PG-13,90.0,Friday,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2719,109,R,19.0,Friday,2008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2720,122,PG-13,185.0,Thursday,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2721,92,R,50.0,Friday,2008,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2722,97,PG-13,25.0,Friday,2008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2723,92,PG,130.0,Friday,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2724,123,PG-13,55.0,Friday,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2725,123,PG-13,35.0,Friday,2008,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2726,85,PG-13,25.0,Friday,2008,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2727,101,R,24.0,Friday,2008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2728,96,R,37.0,Friday,2008,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2729,111,R,30.0,Friday,2008,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2730,114,R,18.0,Friday,2008,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2731,88,PG-13,85.0,Thursday,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2732,111,R,27.0,Wednesday,2008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2733,96,PG-13,15.5,Friday,2008,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2734,87,PG-13,20.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2735,98,PG,8.5,Friday,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2736,120,PG-13,85.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2737,96,PG,90.0,Thursday,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2738,141,R,55.0,Friday,2008,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2739,109,R,6.0,Friday,2009,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2740,86,R,9.0,Friday,2008,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2741,90,PG-13,40.0,Friday,2008,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2743,112,G,11.0,Friday,2008,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2744,99,R,28.0,Friday,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2745,104,PG-13,70.0,Friday,2008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2746,121,PG-13,75.0,Thursday,2008,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2747,109,PG-13,105.0,Friday,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2748,105,R,45.0,Friday,2008,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2749,115,PG-13,35.0,Friday,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2750,96,PG,150.0,Friday,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2751,99,PG,80.0,Thursday,2008,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2752,105,R,30.0,Friday,2008,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2754,111,R,20.0,Friday,2008,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2755,110,PG-13,20.0,Friday,2008,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2756,88,PG-13,80.0,Wednesday,2008,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2757,111,PG-13,30.0,Friday,2008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2759,112,PG-13,145.0,Friday,2008,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2760,118,PG-13,80.0,Friday,2008,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2761,93,PG,60.0,Friday,2008,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2762,137,R,32.0,Friday,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2763,104,PG-13,20.0,Thursday,2008,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2764,103,PG-13,60.0,Thursday,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2765,124,R,20.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2766,104,PG-13,80.0,Friday,2008,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2767,91,R,48.0,Friday,2008,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2768,110,PG-13,17.28,Friday,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2769,165,PG-13,130.0,Wednesday,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2770,115,PG,60.0,Thursday,2008,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2771,101,R,60.0,Friday,2008,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2772,95,R,8.0,Friday,2008,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2773,98,PG-13,17.5,Thursday,2008,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2774,110,R,9.8,Friday,2009,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2775,128,R,20.0,Friday,2009,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2777,135,PG,120.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2778,89,PG,150.0,Friday,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2779,100,PG-13,35.0,Friday,2008,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2780,112,PG-13,70.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2781,109,R,20.0,Friday,2008,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2782,104,PG-13,55.0,Friday,2008,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2783,104,R,12.0,Friday,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2784,86,G,85.0,Friday,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2785,90,PG-13,10.0,Friday,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2786,104,PG-13,22.0,Friday,2008,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2787,90,PG,55.0,Friday,2008,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2788,90,R,8.0,Friday,2008,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,86,PG-13,30.0,Friday,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2790,100,R,15.0,Friday,2008,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791,92,R,10.8,Friday,2008,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2792,91,R,55.0,Friday,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2793,122,R,25.0,Friday,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2794,110,R,35.0,Friday,2008,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795,115,R,50.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2796,104,PG-13,30.0,Wednesday,2008,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2797,103,R,35.0,Friday,2008,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2798,102,PG-13,15.0,Wednesday,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2799,102,PG-13,20.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2800,110,PG-13,20.0,Friday,2008,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2801,75,PG-13,35.0,Friday,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2802,89,R,12.0,Friday,2008,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,114,PG-13,20.0,Friday,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2804,114,PG-13,22.0,Wednesday,2008,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2805,130,R,30.0,Friday,2008,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2806,101,PG-13,40.0,Friday,2008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2807,101,R,20.0,Friday,2008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2808,99,PG-13,35.0,Friday,2008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2809,160,R,45.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
2810,91,R,8.0,Friday,2009,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2811,119,PG-13,27.0,Wednesday,2008,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2813,107,R,20.0,Thursday,2009,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2814,93,G,60.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2816,114,PG-13,58.0,Friday,2008,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2817,87,PG-13,62.0,Friday,2008,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2818,115,R,20.0,Friday,2008,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2819,103,R,14.7,Friday,2009,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2820,88,PG-13,20.0,Friday,2008,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2821,109,R,12.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2822,110,PG-13,40.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2824,96,PG,37.0,Friday,2008,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2825,92,R,3.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2826,129,PG-13,25.1,Friday,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2827,97,PG-13,30.0,Friday,2008,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2828,93,PG-13,25.0,Friday,2008,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2829,114,PG-13,16.0,Friday,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2830,114,PG-13,11.0,Friday,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2831,107,R,25.0,Friday,2008,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2832,99,PG-13,30.0,Friday,2008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2833,98,PG-13,12.0,Friday,2008,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2836,110,PG-13,5.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2840,101,R,35.0,Friday,2008,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2841,87,PG,25.0,Friday,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2842,90,PG,60.0,Friday,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2843,112,R,25.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2844,104,PG-13,30.0,Friday,2008,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2845,122,PG,0.5,Friday,2008,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2846,85,PG-13,8.0,Friday,2008,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2847,102,PG-13,20.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2848,120,PG-13,21.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2849,91,PG,20.0,Friday,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2851,87,PG-13,20.0,Friday,2008,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2852,130,PG,40.0,Friday,2008,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2853,114,PG-13,35.0,Friday,2008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2856,99,R,6.0,Friday,2008,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2857,80,R,0.2,Friday,2009,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2859,87,R,20.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2861,82,PG-13,5.0,Friday,2008,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2862,99,R,45.0,Friday,2008,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2864,97,PG-13,7.5,Friday,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2868,107,R,10.0,Friday,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2870,101,G,10.0,Wednesday,2008,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2871,97,R,1.0,Friday,2008,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2872,94,R,7.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2874,120,R,8.0,Thursday,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2875,114,PG-13,25.0,Friday,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2877,112,R,13.0,Friday,2008,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2878,94,PG,23.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2880,119,PG-13,20.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2882,97,R,3.5,Thursday,2008,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2883,83,PG-13,20.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2884,99,R,7.0,Friday,2008,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2887,92,R,9.0,Wednesday,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2888,95,PG-13,10.0,Friday,2008,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2890,81,G,37.0,Friday,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
